IDRPoste;ADRPoste;CodeCommuneINSEE;NomCommune;DemandeProximite;CapaciteSansContrainte;ZoneTarifaireTURPE;PlageTarifInjection;Gabarit;CapacitePosteGabarit;NomZoneGabarit;CapaciteZoneGabarit
PRAD5P3;POSTE 63kV N0 1 PRADE (LA);12176;Onet-le-Château;;< 5 MW;;;;;;
PRAGNP3;POSTE 63kV N0 1 PRAGNERES;65192;Gavarnie-Gèdre;;< 5 MW;;;;;;
PRAGNP6;POSTE 225kV N0 1 PRAGNERES;65192;Gavarnie-Gèdre;;< 5 MW;;;;;;
PRAL5P3;POSTE 63kV N0 1 PRALONG;05046;Embrun;zone faisant l'objet de demandes;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;50 MW;Haute-Durance;55 MW
PRAL5P6;POSTE 225kV N0 1 PRALONG;05046;Embrun;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
PRALOP3;POSTE 63kV N0 1 PRALOGNAN;73201;Planay;;< 5 MW;zone soutirage;;;;;
PRATCP3;POSTE 63kV N0 1 PRATCLAUX;43221;Saint-Privat-d'Allier;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
PRATCP6;POSTE 225kV N0 1 PRATCLAUX;43221;Saint-Privat-d'Allier;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
PRAUDP4;POSTE 90kV N0 1 PRAUD (LE);44029;Divatte-sur-Loire;;< 5 MW;;;;;;
PRAULP3;POSTE 63kV N0 1 PRAULIAT;63032;Beaumont;;< 5 MW;;;;;;
PREGUP4;POSTE 90kV N0 1 PREGUILLAC;17289;Préguillac;;< 5 MW;zone soutirage;;;;;
PREGUP6;POSTE 225kV N0 1 PREGUILLAC;17289;Préguillac;;< 5 MW;zone soutirage;;;;;
PREGUP7;POSTE 400kV N0 1 PREGUILLAC;17289;Préguillac;;< 5 MW;;;;;;
PRELEP3;POSTE 63kV N0 1 PRELES (LES);89438;Venoy;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
PRELEP6;POSTE 225kV N0 1 PRELES (LES);89438;Venoy;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
PREMYP3;POSTE 63kV N0 1 PREMY;59244;Fontaine-Notre-Dame;;< 5 MW;;;;;;
PRESSP3;POSTE 63kV N0 1 PRESSY;74081;Cluses;;< 5 MW;zone soutirage;;;;;
PRESSP6;POSTE 225kV N0 1 PRESSY;74081;Cluses;;< 5 MW;zone soutirage;;;;;
PRIEUP3;POSTE 63kV N0 1 PRIEURE (LE);51136;Châtillon-sur-Marne;;< 5 MW;;;;;;
PRINQP6;POSTE 225kV N0 1 PRINQUIAU;44137;Prinquiau;;< 5 MW;;;;;;
PRIVAP3;POSTE 63kV N0 1 PRIVAS;07186;Privas;;< 5 MW;zone soutirage;;;;;
PRRTTP4;POSTE 90kV N0 1 PIERRETTE (LA);59566;Sequedin;;< 5 MW;zone soutirage;;;;;
PRRTTP6;POSTE 225kV N0 1 PIERRETTE (LA);59566;Sequedin;;< 5 MW;zone soutirage;;;;;
PTAC P3;POSTE 63kV N0 1 PONTAC;33550;Villenave-d'Ornon;;< 5 MW;zone soutirage;;;;;
PTARLP3;POSTE 63kV N0 1 PONTARLIER;25462;Pontarlier;;< 5 MW;zone soutirage;;;;;
PTCHAP3;POSTE 63kV N0 1 PONTCHATEAU;44129;Pontchâteau;;< 5 MW;zone soutirage;;;;;
PTCHAP6;POSTE 225kV N0 1 PONTCHATEAU;44129;Pontchâteau;;< 5 MW;zone soutirage;;;;;
PTFAVP3;POSTE 63kV N0 1 PONTFAVERGER;51440;Pontfaverger-Moronvilliers;;< 5 MW;;;;;;
PTIVYP3;POSTE 63kV N0 1 PONTIVY;56178;Pontivy;;< 5 MW;;;;;;
PUBLIP3;POSTE 63kV N0 1 PUBLIER;74218;Publier;;< 5 MW;zone soutirage;;;;;
PUGETP3;POSTE 63kV N0 1 PUGET;83099;Puget-sur-Argens;;< 5 MW;;;;;;
PUISEP3;POSTE 63kV N0 1 PUISEUX;95127;Cergy;;< 5 MW;zone soutirage;;;;;
PUISEP6;POSTE 225kV N0 1 PUISEUX;95127;Cergy;;< 5 MW;zone soutirage;;;;;
PULUTP3;POSTE 63kV N0 1 PULUTENIA;64483;Saint-Jean-de-Luz;;< 5 MW;zone soutirage;;;;;
PUSY P3;POSTE 63kV N0 1 PUSY;70429;Pusy-et-Épenoux;;< 5 MW;zone soutirage;;;;;
PUSY P6;POSTE 225kV N0 1 PUSY;70429;Pusy-et-Épenoux;;< 5 MW;zone soutirage;;;;;
PUTE5P3;POSTE 63kV N0 1 PUTEAUX IMPASSE LEGAGNEUX;92062;Puteaux;;< 5 MW;zone soutirage;;;;;
PUTEAP6;POSTE 225kV N0 1 PUTEAUX;92062;Puteaux;;< 5 MW;zone soutirage;;;;;
PUTTEP3;POSTE 63kV N0 1 PUTTELANGE;57556;Puttelange-aux-Lacs;;< 5 MW;;;;;;
PUY  P3;POSTE 63kV N0 1 PUY (LE);43041;Brives-Charensac;;< 5 MW;zone soutirage;;;;;
PUYBEP4;POSTE 90kV N0 1 PUYBELLIARD;85051;Chantonnay;;< 5 MW;zone soutirage;;;;;
PUYPEP4;POSTE 90kV N0 1 PUYPERTUS;19211;Saint-Hilaire-Peyroux;;< 5 MW;;;;;;
PUYTHP7;POSTE 400kV N0 1 PUYTHOUCK;59271;Grande-Synthe;;< 5 MW;;;;;;
PYMONP3;POSTE 63kV N0 1 PYMONT;39567;Villeneuve-sous-Pymont;;< 5 MW;;;;;;
PYMONP6;POSTE 225kV N0 1 PYMONT;39567;Villeneuve-sous-Pymont;;< 5 MW;;;;;;
Q.SEIP3;POSTE 63kV N0 1 QUATRE-SEIGNEURS;34172;Montpellier;;< 5 MW;zone soutirage;;;;;
Q.SEIP6;POSTE 225kV N0 1 QUATRE-SEIGNEURS;34172;Montpellier;;< 5 MW;zone soutirage;;;;;
QUAROP3;POSTE 63kV N0 1 QUAROUBLE;59479;Quarouble;;< 5 MW;zone soutirage;;;;;
QUENTP4;POSTE 90kV N0 1 QUENTOIS;80379;Glisy;;< 5 MW;;;;;;
QUESTP3;POSTE 63kV N0 1 QUESTEMBERT;56184;Questembert;;< 5 MW;zone soutirage;;;;;
QUEVIP3;POSTE 63kV N0 1 QUEVILLONCOURT;54442;Quevilloncourt;;< 5 MW;;;;;;
QUIMPP3;POSTE 63kV N0 1 QUIMPER;29232;Quimper;;< 5 MW;zone soutirage;;;;;
QUINTP6;POSTE 225kV N0 1 QUINTES (LES);72155;Laigné-en-Belin;;< 5 MW;zone soutirage;;;;;
QUINTP7;POSTE 400kV N0 1 QUINTES (LES);72155;Laigné-en-Belin;;< 5 MW;;;;;;
R.CH5P3;POSTE 63kV N0 1 RECHICOURT-LE-CHATEAU;57564;Réchicourt-le-Château;;< 5 MW;;;;;;
R.GI5P3;POSTE 63kV N0 1 RIVE-DE-GIER;42242;Saint-Joseph;;< 5 MW;zone soutirage;;;;;
R.LANP3;POSTE 63kV N0 1 RION-DES-LANDES;40243;Rion-des-Landes;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Cantegrit;210 MW
R.LESP4;POSTE 90kV N0 1 ROUEN-LESSARD;76540;Rouen;;< 5 MW;;;;;;
