IDRPoste;ADRPoste;CodeCommuneINSEE;NomCommune;DemandeProximite;CapaciteSansContrainte;ZoneTarifaireTURPE;PlageTarifInjection;Gabarit;CapacitePosteGabarit;NomZoneGabarit;CapaciteZoneGabarit
CUS.PP3;POSTE 63kV N0 1 CUSSET-POSTE;69266;Villeurbanne;;< 5 MW;zone soutirage;;;;;
CUS.PP6;POSTE 225kV N0 1 CUSSET-POSTE;69266;Villeurbanne;;< 5 MW;zone soutirage;;;;;
CUSTIP3;POSTE 63kV N0 1 CUSTINE;54150;Custines;;< 5 MW;;;;;;
CXCONP3;POSTE 63kV N0 1 CHAUCONIN;77284;Meaux;;< 5 MW;zone soutirage;;;;;
CXFFAP3;POSTE 63kV N0 1 CHAUFFAILLES;71120;Chauffailles;;< 5 MW;zone soutirage;;;;;
CXME P4;POSTE 90kV N0 1 CHAUME (LA);36127;Montgivray;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
CXMO5P3;POSTE 63kV N0 1 CHAUMONT;52121;Chaumont;;< 5 MW;;;;;;
CXMONP4;POSTE 90kV N0 1 CHAUMONT (CHASSENEUIL-DU-POITOU);86062;Chasseneuil-du-Poitou;;< 5 MW;zone soutirage;;;;;
CXNAYP4;POSTE 90kV N0 1 CHAUNAY;28220;Luisant;;< 5 MW;;;;;;
CXNAYP6;POSTE 225kV N0 1 CHAUNAY;28220;Luisant;;< 5 MW;;;;;;
CXSSEP3;POSTE 63kV N0 1 CHAUSSEE (LA);51141;La Chaussée-sur-Marne;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
CXSSEP6;POSTE 225kV N0 1 CHAUSSEE (LA);51141;La Chaussée-sur-Marne;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
CXVIGP4;POSTE 90kV N0 1 CHAUVIGNY;86114;Jardres;;< 5 MW;zone soutirage;;;;;
CZBEVP3;POSTE 63kV N0 1 COURBEVOIE;92026;Courbevoie;;< 5 MW;zone soutirage;;;;;
CZEGEP3;POSTE 63kV N0 1 COUREGES;84087;Orange;;< 5 MW;;;;;;
CZNEUP6;POSTE 225kV N0 1 COURNEUVE (LA);93027;La Courneuve;;< 5 MW;zone soutirage;;;;;
CZPIEP3;POSTE 63kV N0 1 COURPIERE;63125;Courpière;;< 5 MW;zone soutirage;;;;;
CZRIEP4;POSTE 90kV N0 1 COURRIERES;62250;Courrières;;< 5 MW;zone soutirage;;;;;
CZRIEP6;POSTE 225kV N0 1 COURRIERES;62250;Courrières;;< 5 MW;zone soutirage;;;;;
CZTENP3;POSTE 63kV N0 1 COURTENAY;45115;Courtenay;;< 5 MW;zone soutirage;;;;;
CZTINP3;POSTE 63kV N0 1 COURTINE;84007;Avignon;;< 5 MW;zone soutirage;;;;;
CZTRYP3;POSTE 63kV N0 1 COURTRY;77453;Sivry-Courtry;;< 5 MW;zone soutirage;;;;;
CZTRYP6;POSTE 225kV N0 1 COURTRY;77453;Sivry-Courtry;;< 5 MW;zone soutirage;;;;;
D.FONP4;POSTE 90kV N0 1 DOUE-LA-FONTAINE;49125;Doué-en-Anjou;;< 5 MW;;;;;;
D.FRAP6;POSTE 225kV N0 1 DIGUE-DES-FRANCAIS;06088;Nice;;< 5 MW;zone soutirage;;;;;
D.INFP3;POSTE 63kV N0 1 DRAC-INFERIEUR;38151;Échirolles;;< 5 MW;zone soutirage;;;;;
D.ROUP4;POSTE 90kV N0 1 DEVILLE-LES-ROUEN;76216;Déville-lès-Rouen;;< 5 MW;;;;;;
DALSTP3;POSTE 63kV N0 1 DALSTEIN;57167;Dalstein;;< 5 MW;zone soutirage;;;;;
DAMBRP4;POSTE 90kV N0 1 DAMBRON;28121;Dambron;;< 5 MW;;;;;;
DAMBRP6;POSTE 225kV N0 1 DAMBRON;28121;Dambron;;< 5 MW;;;;;;
DAMBRP7;POSTE 400kV N0 1 DAMBRON;28121;Dambron;;< 5 MW;;;;;;
DAMERP3;POSTE 63kV N0 1 DAMERY;51204;Damery;;< 5 MW;;;;;;
DAMERP6;POSTE 225kV N0 1 DAMERY;51204;Damery;;< 5 MW;;;;;;
DAMVIP4;POSTE 90kV N0 1 DAMVILLE;27198;Mesnils-sur-Iton;;< 5 MW;;;;;;
DANCEP3;POSTE 63kV N0 1 DANCE (LA);70421;Port-sur-Saône;;< 5 MW;zone soutirage;;;;;
DANT5P3;POSTE 63kV N0 1 DANTON;92026;Courbevoie;;< 5 MW;zone soutirage;;;;;
DANTOP3;POSTE 63kV N0 1 DANTOU;47230;Saint-Aubin;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
DANTOP6;POSTE 225kV N0 1 DANTOU;47230;Saint-Aubin;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
DARCEP3;POSTE 63kV N0 1 DARCEY;21226;Darcey;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
DARCEP6;POSTE 225kV N0 1 DARCEY;21226;Darcey;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
DARDIP3;POSTE 63kV N0 1 DARDILLY;69072;Dardilly;;< 5 MW;zone soutirage;;;;;
DARNEP3;POSTE 63kV N0 1 DARNEY;88065;Bonvillet;;< 5 MW;;;;;;
DARSEP3;POSTE 63kV N0 1 DARSE;13039;Fos-sur-Mer;;< 5 MW;;;;;;
DARSEP6;POSTE 225kV N0 1 DARSE;13039;Fos-sur-Mer;;< 5 MW;;;;;;
DAUX P3;POSTE 63kV N0 1 DAUX;31160;Daux;;< 5 MW;zone soutirage;;;;;
DAX  P3;POSTE 63kV N0 1 DAX;40279;Saint-Paul-lès-Dax;;< 5 MW;zone soutirage;;;;;
DECHYP6;POSTE 225kV N0 1 DECHY;59170;Dechy;;< 5 MW;;;;;;
DEGA5P3;POSTE 63kV N0 1 DEGAGNAC;46087;Dégagnac;;< 5 MW;zone soutirage;;;;;
DELLEP3;POSTE 63kV N0 1 DELLE;90033;Delle;;< 5 MW;;;;;;
DENAIP3;POSTE 63kV N0 1 DENAIN;59651;Wavrechain-sous-Denain;;< 5 MW;;;;;;
DEOLSP4;POSTE 90kV N0 1 DEOLS;36063;Déols;;< 5 MW;;;;;;
DERVAP4;POSTE 90kV N0 1 DERVAL;44051;Derval;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
DESVRP4;POSTE 90kV N0 1 DESVRES;62524;Longfossé;;< 5 MW;;;;;;
DIE  P3;POSTE 63kV N0 1 DIE;26113;Die;;< 5 MW;zone soutirage;;;;;
DIEPPP4;POSTE 90kV N0 1 DIEPPE;76414;Martin-Église;;< 5 MW;;;;;;
DIEULP3;POSTE 63kV N0 1 DIEULEFIT;26114;Dieulefit;;< 5 MW;;;;;;
DIEUZP3;POSTE 63kV N0 1 DIEUZE;57270;Val-de-Bride;;< 5 MW;;;;;;
DIGNEP3;POSTE 63kV N0 1 DIGNE;04070;Digne-les-Bains;;< 5 MW;;;;;;
DIGOIP3;POSTE 63kV N0 1 DIGOIN;71176;Digoin;;< 5 MW;;;;;;
DINANP3;POSTE 63kV N0 1 DINAN;22050;Dinan;;< 5 MW;zone soutirage;;;;;
DINARP3;POSTE 63kV N0 1 DINARD;35228;Pleurtuit;;< 5 MW;zone soutirage;;;;;
DISTRP4;POSTE 90kV N0 1 DISTRE;49112;Le Coudray-Macouard;;< 5 MW;zone soutirage;;;;;
DISTRP6;POSTE 225kV N0 1 DISTRE;49112;Le Coudray-Macouard;;< 5 MW;zone soutirage;;;;;
DISTRP7;POSTE 400kV N0 1 DISTRE;49112;Le Coudray-Macouard;;< 5 MW;;;;;;
DIVESP4;POSTE 90kV N0 1 DIVES;14225;Dives-sur-Mer;;< 5 MW;zone soutirage;;;;;
DOBERP3;POSTE 63kV N0 1 DOBERIE;22077;Hénansal;;< 5 MW;;;;;;
DOBERP6;POSTE 225kV N0 1 DOBERIE;22077;Hénansal;;< 5 MW;;;;;;
DOGNEP3;POSTE 63kV N0 1 DOGNEVILLE;88136;Dogneville;;< 5 MW;;;;;;
DOMENP3;POSTE 63kV N0 1 DOMENE;38150;Domène;;< 5 MW;zone soutirage;;;;;
DOMFRP4;POSTE 90kV N0 1 DOMFRONT;61145;Domfront en Poiraie;;< 5 MW;;;;;;
DOMLOP4;POSTE 90kV N0 1 DOMLOUP;35099;Domloup;;< 5 MW;zone soutirage;;;;;
DOMLOP6;POSTE 225kV N0 1 DOMLOUP;35099;Domloup;;< 5 MW;zone soutirage;;;;;
DOMLOP7;POSTE 400kV N0 1 DOMLOUP;35099;Domloup;;< 5 MW;;;;;;
DOMPIP3;POSTE 63kV N0 1 DOMPIERRE;03102;Dompierre-sur-Besbre;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
DONGEP3;POSTE 63kV N0 1 DONGES;44052;Donges;;< 5 MW;zone soutirage;;;;;
DONZAP6;POSTE 225kV N0 1 DONZAC;82049;Donzac;;< 5 MW;;;;;;
DONZAP7;POSTE 400kV N0 1 DONZAC;82049;Donzac;;< 5 MW;;;;;;
DONZEP4;POSTE 90kV N0 1 DONZENAC;19072;Donzenac;;< 5 MW;;;;;;
DONZEP6;POSTE 225kV N0 1 DONZENAC;19072;Donzenac;;< 5 MW;;;;;;
DORMAP3;POSTE 63kV N0 1 DORMANS;51217;Dormans;;< 5 MW;;;;;;
DORNAP3;POSTE 63kV N0 1 DORNACH;68224;Mulhouse;;< 5 MW;zone soutirage;;;;;
DOUARP3;POSTE 63kV N0 1 DOUARNENEZ;29046;Douarnenez;;< 5 MW;zone soutirage;;;;;
DOULLP4;POSTE 90kV N0 1 DOULLENS;80253;Doullens;;< 5 MW;;;;;;
DOULOP6;POSTE 225kV N0 1 DOULON;44109;Nantes;;< 5 MW;;;;;;
DOUV6P4;POSTE 90kV N0 1 DOUVRES;14228;Douvres-la-Délivrande;;< 5 MW;;;;;;
DOUVAP3;POSTE 63kV N0 1 DOUVAINE;74105;Douvaine;;< 5 MW;;;;;;
DOUVRP4;POSTE 90kV N0 1 DOUVRIN;62132;Billy-Berclau;;< 5 MW;zone soutirage;;;;;
DOUVRP6;POSTE 225kV N0 1 DOUVRIN;62132;Billy-Berclau;;< 5 MW;zone soutirage;;;;;
DRAGUP3;POSTE 63kV N0 1 DRAGUIGNAN;83050;Draguignan;;< 5 MW;;;;;;
DREUXP4;POSTE 90kV N0 1 DREUX;28134;Dreux;;< 5 MW;;;;;;
DRONNP4;POSTE 90kV N0 1 DRONNIERE (LA);14341;Ifs;;< 5 MW;zone soutirage;;;;;
DRONNP6;POSTE 225kV N0 1 DRONNIERE (LA);14341;Ifs;;< 5 MW;zone soutirage;;;;;
DRULIP3;POSTE 63kV N0 1 DRULINGEN;67105;Drulingen;;< 5 MW;;;;;;
DRUMEP3;POSTE 63kV N0 1 DRUMETTAZ;73103;Drumettaz-Clarafond;;< 5 MW;zone soutirage;;;;;
DUNIEP3;POSTE 63kV N0 1 DUNIERES;43087;Dunières;;< 5 MW;;;;;;
DURANP6;POSTE 225kV N0 1 DURANNE (LA);13001;Aix-en-Provence;;< 5 MW;zone soutirage;;;;;
DURREP3;POSTE 63kV N0 1 DURRE (LA);03262;Saint-Victor;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
DUVY P3;POSTE 63kV N0 1 DUVY;60203;Duvy;;< 5 MW;zone soutirage;;;;;
E.BAIP3;POSTE 63kV N0 1 EVAUX LES BAINS;23076;Évaux-les-Bains;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
E.BOTP3;POSTE 63kV N0 1 ENCO-DE-BOTTE;13002;Allauch;;< 5 MW;zone soutirage;;;;;
E.BOTP6;POSTE 225kV N0 1 ENCO-DE-BOTTE;13002;Allauch;;< 5 MW;zone soutirage;;;;;
E.FORP4;POSTE 90kV N0 1 EPINES-FORTES;37233;Saint-Pierre-des-Corps;;< 5 MW;zone soutirage;;;;;
ECHALP6;POSTE 225kV N0 1 ECHALAS;69080;Échalas;;< 5 MW;zone soutirage;;;;;
ECHALP7;POSTE 400kV N0 1 ECHALAS;69080;Échalas;;< 5 MW;;;;;;
ECHELP3;POSTE 63kV N0 1 ECHELLES (LES);73105;Les Échelles;;< 5 MW;zone soutirage;;;;;
ECHINP4;POSTE 90kV N0 1 ECHINGHEN;62281;Echinghen;;< 5 MW;;;;;;
ECHINP6;POSTE 225kV N0 1 ECHINGHEN;62281;Echinghen;;< 5 MW;;;;;;
ECOMMP4;POSTE 90kV N0 1 ECOMMOY;72124;Écommoy;;< 5 MW;zone soutirage;;;;;
EGET P3;POSTE 63kV N0 1 EGET;65017;Aragnouet;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
EGLANP3;POSTE 63kV N0 1 EGLANTIER;77379;Provins;;< 5 MW;zone soutirage;;;;;
EGLETP4;POSTE 90kV N0 1 EGLETONS;19145;Moustier-Ventadour;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
EGUILP3;POSTE 63kV N0 1 EGUILLES;13032;Éguilles;;< 5 MW;zone soutirage;;;;;
EGUZOP4;POSTE 90kV N0 1 EGUZON;36062;Cuzion;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
EGUZOP6;POSTE 225kV N0 1 EGUZON;36062;Cuzion;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
EGUZOP7;POSTE 400kV N0 1 EGUZON;36062;Cuzion;;< 5 MW;;;;;;
ELANCP3;POSTE 63kV N0 1 ELANCOURT;78208;Élancourt;;< 5 MW;zone soutirage;;;;;
ELANCP6;POSTE 225kV N0 1 ELANCOURT;78208;Élancourt;;< 5 MW;zone soutirage;;;;;
EMBRUP3;POSTE 63kV N0 1 EMBRUN;05046;Embrun;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Haute-Durance;55 MW
ENSERP3;POSTE 63kV N0 1 ENSERUNE;34183;Nissan-lez-Enserune;;< 5 MW;zone soutirage;;;;;
ENSISP3;POSTE 63kV N0 1 ENSISHEIM;68082;Ensisheim;;< 5 MW;zone soutirage;;;;;
ENSOLP3;POSTE 63kV N0 1 ENSOLEILLE (L);13001;Aix-en-Provence;;< 5 MW;zone soutirage;;;;;
ENTRAP3;POSTE 63kV N0 1 ENTRAIGUES;83031;Le Cannet-des-Maures;;< 5 MW;;;;;;
ENTREP3;POSTE 63kV N0 1 ENTREVAUX;04076;Entrevaux;;< 5 MW;zone soutirage;;;;;
ENTREP5;POSTE 150kV N0 1 ENTREVAUX;04076;Entrevaux;;< 5 MW;zone soutirage;;;;;
ENVALP3;POSTE 63kV N0 1 ENVAL;63263;Orcines;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
ENVALP6;POSTE 225kV N0 1 ENVAL;63263;Orcines;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
ENVERP4;POSTE 90kV N0 1 ENVERMEU;76235;Envermeu;;< 5 MW;;;;;;
EPER5P4;POSTE 90kV N0 1 EPERNON;28140;Épernon;;< 5 MW;;;;;;
EPERNP3;POSTE 63kV N0 1 EPERNAY;51230;Épernay;;< 5 MW;;;;;;
EPIN5P3;POSTE 63kV N0 1 EPINAY-SOUS-SENART;91215;Épinay-sous-Sénart;;< 5 MW;zone soutirage;;;;;
EPINAP3;POSTE 63kV N0 1 EPINAC;71190;Épinac;;< 5 MW;zone soutirage;;;;;
ERNEEP4;POSTE 90kV N0 1 ERNEE;53096;Ernée;;< 5 MW;;;;;;
ERQUYP3;POSTE 63kV N0 1 ERQUY;22054;Erquy;;< 5 MW;;;;;;
ERRONP3;POSTE 63kV N0 1 ERRONDENIA;64260;Hendaye;;< 5 MW;zone soutirage;;;;;
ERROUP3;POSTE 63kV N0 1 ERROUVILLE;54181;Errouville;;< 5 MW;;;;;;
ESCAIP3;POSTE 63kV N0 1 ESCAILLON (L );83137;Toulon;;< 5 MW;zone soutirage;;;;;
ESCAIP6;POSTE 225kV N0 1 ESCAILLON (L );83137;Toulon;;< 5 MW;zone soutirage;;;;;
ESCARP3;POSTE 63kV N0 1 ESCARELLE (L );83037;La Celle;;< 5 MW;;;;;;
ESCOUP3;POSTE 63kV N0 1 ESCOULOUBRE;11127;Escouloubre;;< 5 MW;;;;;;
ESPAGP3;POSTE 63kV N0 1 ESPAGNOUX;74010;Annecy;;< 5 MW;;;;;;
ESPERP3;POSTE 63kV N0 1 ESPERAZA;11129;Espéraza;;< 5 MW;;;;;;
ESPO5P3;POSTE 63kV N0 1 ESPONDEILHAN;34094;Espondeilhan;;< 5 MW;zone soutirage;;;;;
ESSARP4;POSTE 90kV N0 1 ESSARS;62119;Béthune;;< 5 MW;;;;;;
ESSERP3;POSTE 63kV N0 1 ESSERT;90010;Belfort;;< 5 MW;zone soutirage;;;;;
ESSEYP3;POSTE 63kV N0 1 ESSEY (-LES-NANCY);54184;Essey-lès-Nancy;;< 5 MW;zone soutirage;;;;;
ESTAIP4;POSTE 90kV N0 1 ESTAIRES;59212;Estaires;;< 5 MW;;;;;;
ESTERP3;POSTE 63kV N0 1 ESTERRE;65173;Esterre;;< 5 MW;;;;;;
ESTR6P6;POSTE 225kV N0 1 ESTREUX;59215;Estreux;;< 5 MW;;;;;;
ESTREP3;POSTE 63kV N0 1 ESTRESSIN;38544;Vienne;;< 5 MW;zone soutirage;;;;;
ETAB5P3;POSTE 63kV N0 1 ETABLES;33063;Bordeaux;;< 5 MW;zone soutirage;;;;;
ETAI5P3;POSTE 63kV N0 1 ETAIN;55578;Warcq;;< 5 MW;;;;;;
ETAN5P3;POSTE 63kV N0 1 ETANG (L);77493;Verneuil-l'Étang;;< 5 MW;zone soutirage;;;;;
ETAULP3;POSTE 63kV N0 1 ETAULIERS;33159;Étauliers;;< 5 MW;;;;;;
ETIVAP3;POSTE 63kV N0 1 ETIVAL;88319;Moyenmoutier;;< 5 MW;;;;;;
ETIVAP6;POSTE 225kV N0 1 ETIVAL;88319;Moyenmoutier;;< 5 MW;;;;;;
ETREPP3;POSTE 63kV N0 1 ETREPAGNY;27226;Étrépagny;;< 5 MW;zone soutirage;;;;;
ETUPEP3;POSTE 63kV N0 1 ETUPES;25228;Étupes;;< 5 MW;zone soutirage;;;;;
ETUPEP6;POSTE 225kV N0 1 ETUPES;25228;Étupes;;< 5 MW;zone soutirage;;;;;
EUROPP4;POSTE 90kV N0 1 EUROPORT;51285;Haussimont;;< 5 MW;;;;;;
EVIANP3;POSTE 63kV N0 1 EVIAN;74119;Évian-les-Bains;;< 5 MW;zone soutirage;;;;;
EVREUP4;POSTE 90kV N0 1 EVREUX;27229;Évreux;;< 5 MW;zone soutirage;;;;;
EVRO1P4;POSTE 90kV N0 1 EVRON 1;53097;Évron;;< 5 MW;zone soutirage;;;;;
EVRO2P4;POSTE 90kV N0 1 EVRON 2;53097;Évron;;< 5 MW;zone soutirage;;;;;
EXCIDP3;POSTE 63kV N0 1 EXCIDEUIL;24448;Saint-Martial-d'Albarède;;< 5 MW;zone soutirage;;;;;
EYBENP3;POSTE 63kV N0 1 EYBENS;38158;Eybens;;< 5 MW;zone soutirage;;;;;
EYBENP6;POSTE 225kV N0 1 EYBENS;38158;Eybens;;< 5 MW;zone soutirage;;;;;
EYRE5P4;POSTE 90kV N0 1 EYREIN;19081;Eyrein;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
F.AUBP4;POSTE 90kV N0 1 FLEURY-LES-AUBRAIS;45147;Fleury-les-Aubrais;;< 5 MW;zone soutirage;;;;;
F.BERP4;POSTE 90kV N0 1 FERTE-BERNARD (LA);72132;La Ferté-Bernard;;< 5 MW;zone soutirage;;;;;
F.CHAP4;POSTE 90kV N0 1 FERE-CHAMPENOISE;51248;Fère-Champenoise;;< 5 MW;;;;;;
F.COMP4;POSTE 90kV N0 1 FONTENAY-LE-COMTE;85092;Fontenay-le-Comte;;< 5 MW;;;;;;
F.ETOP4;POSTE 90kV N0 1 FONTAINE-ETOUPEFOUR;14274;Fontaine-Étoupefour;;< 5 MW;;;;;;
F.FREP4;POSTE 90kV N0 1 FAUX-FRESNAY;51243;Faux-Fresnay;;< 5 MW;;;;;;
F.FREP7;POSTE 400kV N0 1 FAUX-FRESNAY;51243;Faux-Fresnay;;< 5 MW;;;;;;
F.IRAP3;POSTE 63kV N0 1 FONT D IRAC;30011;Les Angles;;< 5 MW;zone soutirage;;;;;
F.JOUP3;POSTE 63kV N0 1 FERTE-SOUS-JOUARRE (LA);77183;La Ferté-sous-Jouarre;;< 5 MW;zone soutirage;;;;;
F.VERP3;POSTE 63kV N0 1 FIRMINY-VERT;42095;Firminy;;< 5 MW;zone soutirage;;;;;
FACTUP3;POSTE 63kV N0 1 FACTURE;33051;Biganos;;< 5 MW;;;;;;
FALLOP3;POSTE 63kV PEI FALLOU;92036;Gennevilliers;;< 5 MW;zone soutirage;;;;;
FALLOP6;POSTE 225kV N0 1 FALLOU;92036;Gennevilliers;;< 5 MW;zone soutirage;;;;;
FAMARP3;POSTE 63kV N0 1 FAMARS;59369;Maing;;< 5 MW;;;;;;
FAMARP6;POSTE 225kV N0 1 FAMARS;59369;Maing;;< 5 MW;;;;;;
FANAUP6;POSTE 225kV N0 1 FANAUDES;95598;Soisy-sous-Montmorency;;< 5 MW;zone soutirage;;;;;
FARRAP4;POSTE 90kV N0 1 FARRADIERE (LA);17449;Tonnay-Charente;;< 5 MW;zone soutirage;;;;;
FARRAP6;POSTE 225kV N0 1 FARRADIERE (LA);17449;Tonnay-Charente;;< 5 MW;zone soutirage;;;;;
FAVARP6;POSTE 225kV N0 1 FAVARY;13087;Rousset;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
FAVERP3;POSTE 63kV N0 1 FAVERGES;74123;Faverges-Seythenex;;< 5 MW;zone soutirage;;;;;
FAYMOP4;POSTE 90kV N0 1 FAYMOREAU;85087;Faymoreau;;< 5 MW;;;;;;
FECAMP4;POSTE 90kV N0 1 FECAMP;76259;Fécamp;;< 5 MW;;;;;;
FEIGNP4;POSTE 90kV N0 1 FEIGNIES;59225;Feignies;;< 5 MW;;;;;;
FERE P3;POSTE 63kV N0 1 FERE(-EN-TARDENOIS);02305;Fère-en-Tardenois;;< 5 MW;;;;;;
FEROUP3;POSTE 63kV N0 1 FEROUGE;46145;Lachapelle-Auzac;;< 5 MW;zone soutirage;;;;;
FEROUP6;POSTE 225kV N0 1 FEROUGE;46145;Lachapelle-Auzac;;< 5 MW;zone soutirage;;;;;
FERRAP4;POSTE 90kV N0 1 FERRANDE (LA);36018;Le Blanc;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
FERRIP3;POSTE 63kV N0 1 FERRIERES;09121;Ferrières-sur-Ariège;;< 5 MW;;;;;;
FESC P3;POSTE 63kV N0 1 FESC (LE);30132;La Grand-Combe;;< 5 MW;zone soutirage;;;;;
FESSEP6;POSTE 225kV N0 1 FESSENHEIM (CENTRALE HYDRAULIQUE);68091;Fessenheim;;< 5 MW;;;;;;
FEUILP3;POSTE 63kV N0 1 FEUILLANE;13039;Fos-sur-Mer;;< 5 MW;;;;;;
FEUILP6;POSTE 225kV N0 1 FEUILLANE;13039;Fos-sur-Mer;;< 5 MW;;;;;;
FEUILP7;POSTE 400kV N0 1 FEUILLANE;13039;Fos-sur-Mer;;< 5 MW;;;;;;
FEURSP3;POSTE 63kV N0 1 FEURS;42094;Feurs;;< 5 MW;zone soutirage;;;;;
FIGEAP3;POSTE 63kV N0 1 FIGEAC;46102;Figeac;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
FINHAP3;POSTE 63kV N0 1 FINHAN;82062;Finhan;;< 5 MW;zone soutirage;;;;;
FINS P3;POSTE 63kV N0 1 FINS (LES);25240;Les Fins;;< 5 MW;;;;;;
FISMEP3;POSTE 63kV N0 1 FISMES;51250;Fismes;;< 5 MW;;;;;;
FLACEP3;POSTE 63kV N0 1 FLACE;71270;Mâcon;;< 5 MW;zone soutirage;;;;;
FLEACP4;POSTE 90kV N0 1 FLEAC;16138;Fléac;;< 5 MW;zone soutirage;;;;;
FLEACP6;POSTE 225kV N0 1 FLEAC;16138;Fléac;;< 5 MW;zone soutirage;;;;;
FLECHP4;POSTE 90kV N0 1 FLECHE (LA);72154;La Flèche;;< 5 MW;zone soutirage;;;;;
FLERSP4;POSTE 90kV N0 1 FLERS;61466;La Selle-la-Forge;;< 5 MW;zone soutirage;;;;;
FLERSP6;POSTE 225kV N0 1 FLERS;61466;La Selle-la-Forge;;< 5 MW;zone soutirage;;;;;
FLEU5P3;POSTE 63kV N0 1 FLEURANCE;32132;Fleurance;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Jalis;105 MW
FLEYRP3;POSTE 63kV N0 1 FLEYRIAT;01451;Viriat;;< 5 MW;zone soutirage;;;;;
FLEYRP6;POSTE 225kV N0 1 FLEYRIAT;01451;Viriat;;< 5 MW;zone soutirage;;;;;
FLOINP3;POSTE 63kV N0 1 FLOING;08174;Floing;;< 5 MW;;;;;;
FLOIRP3;POSTE 63kV N0 1 FLOIRAC;33167;Floirac;;< 5 MW;zone soutirage;;;;;
FLOIRP4;POSTE 90kV N0 1 FLOIRAC;33167;Floirac;;< 5 MW;zone soutirage;;;;;
FLOIRP6;POSTE 225kV N0 1 FLOIRAC;33167;Floirac;;< 5 MW;zone soutirage;;;;;
FLOREP3;POSTE 63kV N0 1 FLORENSAC;34101;Florensac;;< 5 MW;zone soutirage;;;;;
FLOREP6;POSTE 225kV N0 1 FLORENSAC;34101;Florensac;;< 5 MW;zone soutirage;;;;;
FOIX P3;POSTE 63kV N0 1 FOIX;09122;Foix;;< 5 MW;;;;;;
FOIX5P3;POSTE 63kV N0 1 FOIX (R.F.F.);09122;Foix;;< 5 MW;;;;;;
FONCLP3;POSTE 63kV N0 1 FONCLARE;34284;Saint-Pons-de-Thomières;;< 5 MW;zone soutirage;;;;;
FONDAP3;POSTE 63kV N0 1 FONDAMENTE;12155;Fondamente;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
FONT P3;POSTE 63kV N0 1 FONT (LA);03095;Cusset;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
FONT P6;POSTE 225kV N0 1 FONT (LA);03095;Cusset;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
FORMIP3;POSTE 63kV N0 1 FORMIGUERES;66082;Formiguères;;< 5 MW;;;;;;
FOSSEP3;POSTE 63kV N0 1 FOSSES (LES);77070;Chailly-en-Brie;;< 5 MW;zone soutirage;;;;;
FOSSEP6;POSTE 225kV N0 1 FOSSES (LES);77070;Chailly-en-Brie;;< 5 MW;zone soutirage;;;;;
FOUG5P3;POSTE 63kV N0 1 FOUGEROLLES;70245;Fougerolles-Saint-Valbert;;< 5 MW;;;;;;
FOUGEP4;POSTE 90kV N0 1 FOUGERES;35115;Fougères;;< 5 MW;zone soutirage;;;;;
FOUL5P4;POSTE 90kV N0 1 FOULONNIERE;27697;Vironvay;;< 5 MW;zone soutirage;;;;;
FOURMP3;POSTE 63kV N0 1 FOURMIES;59249;Fourmies;;< 5 MW;;;;;;
FOUSCP3;POSTE 63kV N0 1 FOUSCAIS;34079;Clermont-l'Hérault;;< 5 MW;zone soutirage;;;;;
FOUSCP6;POSTE 225kV N0 1 FOUSCAIS;34079;Clermont-l'Hérault;;< 5 MW;zone soutirage;;;;;
FOYAUP4;POSTE 90kV N0 1 FOYAUX;59495;Recquignies;;< 5 MW;zone soutirage;;;;;
FRASNP3;POSTE 63kV N0 1 FRASNE;25259;Frasne;;< 5 MW;zone soutirage;;;;;
